log start...
10:31:21.937..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:22.447..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:22.957..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:23.467..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:23.977..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:24.487..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:24.987..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:25.519..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:26.057..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:26.610..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:27.120..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:27.630..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:28.140..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:28.640..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:29.150..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:29.660..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:30.170..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:30.680..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:31.190..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:31.703..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:32.213..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:32.723..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:33.233..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:33.742..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:34.282..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:34.823..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:35.360..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:35.897..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:36.431..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:36.965..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:37.501..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:38.038..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:38.573..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:39.111..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:39.655..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:40.192..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:40.732..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:41.271..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:41.808..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:42.347..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:42.896..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:43.441..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:43.990..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:44.536..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:45.085..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:45.631..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:46.169..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:46.704..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:47.241..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:47.775..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:48.306..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:48.837..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:49.379..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:49.918..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:50.454..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:50.997..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:51.535..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:52.072..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:52.605..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:53.138..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:53.677..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:54.225..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:54.766..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:55.311..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:55.853..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:56.392..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:56.923..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:57.464..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:58.007..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:58.549..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:59.090..[local]..get hq running..cli_thread_getlastPrice-1111
10:31:59.625..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:00.157..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:00.693..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:01.234..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:01.783..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:02.328..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:02.868..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:03.407..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:03.947..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:04.486..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:05.024..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:05.566..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:06.104..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:06.646..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:07.190..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:07.729..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:08.263..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:08.810..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:09.355..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:09.896..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:10.441..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:10.985..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:11.527..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:12.071..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:12.608..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:13.141..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:13.685..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:14.224..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:14.765..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:15.305..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:15.846..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:16.385..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:16.924..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:17.469..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:18.016..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:18.564..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:19.105..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:19.652..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:20.193..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:20.727..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:21.268..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:21.812..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:22.353..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:22.891..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:23.428..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:23.972..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:24.517..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:25.063..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:25.596..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:26.135..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:26.680..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:27.224..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:27.766..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:28.308..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:28.852..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:29.397..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:29.937..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:30.485..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:31.032..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:31.565..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:32.101..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:32.650..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:33.200..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:33.742..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:34.282..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:34.823..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:35.361..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:35.900..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:36.441..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:36.984..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:37.526..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:38.071..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:38.620..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:39.165..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:39.707..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:40.242..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:40.778..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:41.312..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:41.852..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:42.396..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:42.945..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:43.494..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:44.041..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:44.591..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:45.145..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:45.684..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:46.229..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:46.775..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:47.317..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:47.858..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:48.399..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:48.942..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:49.480..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:50.016..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:50.554..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:51.093..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:51.630..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:52.170..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:52.710..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:53.261..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:53.812..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:54.359..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:54.902..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:55.447..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:55.994..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:56.541..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:57.078..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:57.626..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:58.181..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:58.729..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:59.266..[local]..get hq running..cli_thread_getlastPrice-1111
10:32:59.825..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:00.383..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:00.941..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:01.496..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:02.044..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:02.593..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:03.135..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:03.681..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:04.229..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:04.773..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:05.323..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:05.875..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:06.422..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:06.970..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:07.516..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:08.060..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:08.617..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:09.164..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:09.703..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:10.236..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:10.776..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:11.322..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:11.861..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:12.407..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:12.944..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:13.487..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:14.038..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:14.581..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:15.117..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:15.654..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:16.193..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:16.736..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:17.275..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:17.820..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:18.369..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:18.920..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:19.473..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:20.028..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:20.584..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:21.133..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:21.663..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:22.186..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:22.718..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:23.242..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:23.765..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:24.293..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:24.822..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:25.356..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:25.883..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:26.412..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:26.939..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:27.465..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:27.991..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:28.517..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:29.043..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:29.568..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:30.094..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:30.621..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:31.150..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:31.672..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:32.199..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:32.727..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:33.254..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:33.781..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:34.308..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:34.838..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:35.371..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:35.902..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:36.429..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:36.960..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:37.484..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:38.008..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:38.534..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:39.065..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:39.594..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:40.124..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:40.655..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:41.183..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:41.710..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:42.237..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:42.765..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:43.291..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:43.817..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:44.344..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:44.872..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:45.400..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:45.927..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:46.458..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:46.986..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:47.516..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:48.045..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:48.570..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:49.092..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:49.617..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:50.144..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:50.676..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:51.206..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:51.732..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:52.262..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:52.788..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:53.315..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:53.839..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:54.369..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:54.889..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:55.415..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:55.942..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:56.468..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:56.994..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:57.524..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:58.054..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:58.579..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:59.105..[local]..get hq running..cli_thread_getlastPrice-1111
10:33:59.633..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:00.159..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:00.689..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:01.220..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:01.745..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:02.272..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:02.799..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:03.324..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:03.851..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:04.378..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:04.905..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:05.432..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:05.960..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:06.488..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:07.016..[local]..get hq running..cli_thread_getlastPrice-1111
10:34:07.570..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:08.120..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:08.665..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:09.214..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:09.771..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:10.334..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:10.882..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:11.429..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:11.965..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:12.519..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:13.075..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:13.614..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:14.162..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:14.698..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:15.229..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:15.766..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:16.307..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:16.850..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:17.394..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:17.931..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:18.480..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:19.037..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:19.583..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:20.126..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:20.673..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:21.221..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:21.768..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:22.312..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:22.854..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:23.405..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:23.963..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:24.508..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:25.055..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:25.592..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:26.135..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:26.678..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:27.218..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:27.745..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:28.272..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:28.810..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:29.349..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:29.896..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:30.445..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:30.993..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:31.537..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:32.084..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:32.630..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:33.178..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:33.726..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:34.273..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:34.824..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:35.369..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:35.908..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:36.449..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:36.985..[local]..get hq running..cli_thread_getlastPrice-p-20300
10:34:37.534..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:38.082..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:38.626..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:39.173..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:39.720..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:40.269..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:40.827..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:41.378..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:41.927..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:42.475..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:43.017..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:43.566..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:44.113..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:44.659..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:45.208..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:45.757..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:46.312..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:46.861..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:47.401..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:47.939..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:48.483..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:49.029..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:49.574..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:50.128..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:50.671..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:51.219..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:51.770..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:52.319..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:52.859..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:53.395..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:53.944..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:54.484..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:55.021..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:55.561..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:56.106..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:56.651..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:57.206..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:57.762..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:58.320..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:58.866..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:59.415..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:34:59.964..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:00.510..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:01.056..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:01.602..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:02.152..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:02.701..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:03.251..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:03.798..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:04.347..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:04.900..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:05.456..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:06.013..[local]..get hq running..cli_thread_getlastPrice-p-25800
