log start...
11:20:30.465..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:30.975..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:31.505..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:32.007..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:32.527..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:33.037..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:33.547..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:34.057..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:34.567..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:35.077..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:35.587..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:36.095..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:36.625..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:37.150..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:37.682..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:38.192..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:38.702..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:39.212..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:39.712..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:40.222..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:40.732..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:41.242..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:41.752..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:42.262..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:42.772..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:43.282..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:43.782..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:44.292..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:44.802..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:45.312..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:45.822..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:46.339..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:46.862..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:47.404..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:47.914..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:48.444..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:48.954..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:49.465..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:49.975..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:50.485..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:50.995..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:51.505..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:52.015..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:52.527..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:53.037..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:53.547..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:54.057..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:54.567..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:55.077..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:55.577..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:56.082..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:56.602..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:57.127..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:57.662..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:58.162..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:58.670..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:59.180..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:59.680..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:00.190..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:00.700..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:01.200..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:01.710..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:02.220..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:02.730..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:03.230..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:03.740..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:04.250..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:04.750..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:05.270..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:05.780..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:06.307..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:06.830..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:07.380..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:07.903..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:08.413..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:08.923..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:09.433..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:09.954..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:10.493..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:11.032..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:11.563..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:12.093..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:12.621..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:13.158..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:13.681..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:14.215..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:14.749..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:15.284..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:15.809..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:16.357..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:16.889..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:17.415..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:17.951..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:18.478..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:19.009..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:19.544..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:20.082..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:20.610..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:21.142..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:21.666..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:22.195..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:22.727..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:23.255..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:23.788..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:24.321..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:24.856..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:25.392..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:25.930..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:26.461..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:26.992..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:27.519..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:28.056..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:28.582..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:29.113..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:29.644..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:30.176..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:30.701..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:31.237..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:31.773..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:32.309..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:32.837..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:33.368..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:33.899..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:34.431..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:34.970..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:35.505..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:36.040..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:36.573..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:37.101..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:37.626..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:38.163..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:38.691..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:39.220..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:39.748..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:40.277..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:40.812..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:41.353..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:41.887..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:42.425..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:42.956..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:43.490..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:44.020..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:44.557..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:45.090..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:45.620..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:46.152..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:46.672..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:47.198..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:47.725..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:48.256..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:48.784..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:49.316..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:49.854..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:50.385..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:50.920..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:51.452..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:51.980..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:52.511..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:53.048..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:53.578..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:54.109..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:54.645..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:55.173..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:55.693..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:56.223..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:56.754..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:57.285..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:57.813..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:58.343..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:58.875..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:59.404..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:21:59.927..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:00.459..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:00.991..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:01.519..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:02.048..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:02.579..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:03.105..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:03.637..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:04.174..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:04.713..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:05.237..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:05.768..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:06.301..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:06.836..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:07.367..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:07.898..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:08.427..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:08.957..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:09.488..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:10.016..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:10.551..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:11.075..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:11.601..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:12.139..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:12.664..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:13.194..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:13.724..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:14.252..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:14.781..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:15.311..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:15.846..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:16.379..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:16.908..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:17.437..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:17.970..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:18.500..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:19.033..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:19.568..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:20.103..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:20.640..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:21.174..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:21.705..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:22.240..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:22.766..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:23.298..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:23.828..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:24.361..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:24.890..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:25.418..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:25.951..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:26.485..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:27.024..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:27.560..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:28.088..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:28.614..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:29.146..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:29.672..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:30.201..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:30.729..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:31.265..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:31.788..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:32.321..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:32.856..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:22:33.391..[local]..get hq running..cli_thread_getlastPrice-p-87100
